Actual,Prediction,Correct
5.1044670852657035,5.1044670852657035,5.1044670852657035
3.5343504494958715,3.5343504494958715,3.5343504494958715
3.7814326634876667,3.7814326634876667,3.7814326634876667
3.783834086078974,3.783834086078974,3.783834086078974
5.488526869081268,5.488526869081268,5.488526869081268
1.8535585835417945,1.8535585835417945,1.8535585835417945
5.050034101374765,5.050034101374765,5.050034101374765
7.488976845583565,7.488976845583565,7.488976845583565
9.021901402713262,9.021901402713262,9.021901402713262
5.5499986502309016,5.5499986502309016,5.5499986502309016
7.770778402998079,7.770778402998079,7.770778402998079
1.6446044918409548,1.6446044918409548,1.6446044918409548
4.353424893910222,4.353424893910222,4.353424893910222
3.7396231416096115,3.7396231416096115,3.7396231416096115
4.846377842085395,4.846377842085395,4.846377842085395
2.557530378995857,2.557530378995857,2.557530378995857
7.1049082340250305,7.1049082340250305,7.1049082340250305
4.665126873233561,4.665126873233561,4.665126873233561
6.9904333498508695,6.9904333498508695,6.9904333498508695
4.222328373555918,4.222328373555918,4.222328373555918
5.909307818005734,5.909307818005734,5.909307818005734
1.2853596093843516,1.2853596093843516,1.2853596093843516
4.928406435186951,4.928406435186951,4.928406435186951
2.8099757455300427,2.8099757455300427,2.8099757455300427
3.187074921150843,3.187074921150843,3.187074921150843
8.241512416884037,8.241512416884037,8.241512416884037
5.288117194499152,5.288117194499152,5.288117194499152
3.6848383364874575,3.6848383364874575,3.6848383364874575
5.571360326399801,5.571360326399801,5.571360326399801
1.204516357639148,1.204516357639148,1.204516357639148
2.0401104768377527,2.0401104768377527,2.0401104768377527
2.064959623771286,2.064959623771286,2.064959623771286
5.584253370936178,5.584253370936178,5.584253370936178
5.725713011243252,5.725713011243252,5.725713011243252
4.309646686313549,4.309646686313549,4.309646686313549
4.318688193322486,4.318688193322486,4.318688193322486
3.366236369980173,3.366236369980173,3.366236369980173
0.7506333438268862,0.7506333438268862,0.7506333438268862
5.056741773939649,5.056741773939649,5.056741773939649
4.545765405961776,4.545765405961776,4.545765405961776
3.4329600509685254,3.4329600509685254,3.4329600509685254
2.0166075833785886,2.0166075833785886,2.0166075833785886
4.386007743091813,4.386007743091813,4.386007743091813
3.426910877499784,3.426910877499784,3.426910877499784
3.798173858567721,3.798173858567721,3.798173858567721
1.9573685297140673,1.9573685297140673,1.9573685297140673
2.889476904020782,2.889476904020782,2.889476904020782
2.1022757573035937,2.1022757573035937,2.1022757573035937
2.5518711931521794,2.5518711931521794,2.5518711931521794
3.0383342655141785,3.0383342655141785,3.0383342655141785
3.7457074879309857,3.7457074879309857,3.7457074879309857
4.8649350067502315,4.8649350067502315,4.8649350067502315
4.130198600194938,4.130198600194938,4.130198600194938
8.210473626143333,8.210473626143333,8.210473626143333
3.928944992357662,3.928944992357662,3.928944992357662
4.0335014310755595,4.0335014310755595,4.0335014310755595
4.4362465899144095,4.4362465899144095,4.4362465899144095
6.588303598862872,6.588303598862872,6.588303598862872
1.7566001681359147,1.7566001681359147,1.7566001681359147
1.5062752058675044,1.5062752058675044,1.5062752058675044
2.7665465957614357,2.7665465957614357,2.7665465957614357
5.259368022430434,5.259368022430434,5.259368022430434
1.9134735476592084,1.9134735476592084,1.9134735476592084
0.8715780639626769,0.8715780639626769,0.8715780639626769
1.699452237025981,1.699452237025981,1.699452237025981
1.3163768245999643,1.3163768245999643,1.3163768245999643
7.74065735542405,7.74065735542405,7.74065735542405
8.734867630247823,8.734867630247823,8.734867630247823
1.266205387640131,1.266205387640131,1.266205387640131
0.9418183205016608,0.9418183205016608,0.9418183205016608
6.067300337253172,6.067300337253172,6.067300337253172
5.855594638252264,5.855594638252264,5.855594638252264
3.262966087999342,3.262966087999342,3.262966087999342
5.84808681885046,5.84808681885046,5.84808681885046
5.9782727068030805,5.9782727068030805,5.9782727068030805
2.8072025943619927,2.8072025943619927,2.8072025943619927
3.6013204093461795,3.6013204093461795,3.6013204093461795
6.5380073657369815,6.5380073657369815,6.5380073657369815
4.365522973754155,4.365522973754155,4.365522973754155
7.352181275765012,7.352181275765012,7.352181275765012
2.2459881269666546,2.2459881269666546,2.2459881269666546
2.2814818012116627,2.2814818012116627,2.2814818012116627
5.212373176914243,5.212373176914243,5.212373176914243
1.9358404571972536,1.9358404571972536,1.9358404571972536
0.161404799520942,0.161404799520942,0.161404799520942
5.168135767169562,5.168135767169562,5.168135767169562
2.2318503858939964,2.2318503858939964,2.2318503858939964
4.033380022726791,4.033380022726791,4.033380022726791
2.9372356735535927,2.9372356735535927,2.9372356735535927
2.8095949803662714,2.8095949803662714,2.8095949803662714
5.680413783989525,5.680413783989525,5.680413783989525
5.0636748609446975,5.0636748609446975,5.0636748609446975
3.8718819786358645,3.8718819786358645,3.8718819786358645
4.2875504931256225,4.2875504931256225,4.2875504931256225
2.2533131928508237,2.2533131928508237,2.2533131928508237
2.043321357965339,2.043321357965339,2.043321357965339
3.6180509522230966,3.6180509522230966,3.6180509522230966
3.249810668677681,3.249810668677681,3.249810668677681
4.945021635677565,4.945021635677565,4.945021635677565
3.7622477139101473,3.7622477139101473,3.7622477139101473
2.973110618859431,2.973110618859431,2.973110618859431
0.8127350892925302,0.8127350892925302,0.8127350892925302
4.536204610668719,4.536204610668719,4.536204610668719
5.3913280304513975,5.3913280304513975,5.3913280304513975
8.37417233871071,8.37417233871071,8.37417233871071
4.605012101904121,4.605012101904121,4.605012101904121
3.8892520674908693,3.8892520674908693,3.8892520674908693
7.6762516008020745,7.6762516008020745,7.6762516008020745
5.664472773973109,5.664472773973109,5.664472773973109
2.2473289194988286,2.2473289194988286,2.2473289194988286
2.6342983756685703,2.6342983756685703,2.6342983756685703
4.7623387847881355,4.7623387847881355,4.7623387847881355
4.794178605202936,4.794178605202936,4.794178605202936
6.054397909776284,6.054397909776284,6.054397909776284
3.4407652780913516,3.4407652780913516,3.4407652780913516
5.491924540083671,5.491924540083671,5.491924540083671
3.3425866802166273,3.3425866802166273,3.3425866802166273
6.028590320045344,6.028590320045344,6.028590320045344
3.5164999576564995,3.5164999576564995,3.5164999576564995
6.61924739253174,6.61924739253174,6.61924739253174
1.1744390162650764,1.1744390162650764,1.1744390162650764
4.940215762989641,4.940215762989641,4.940215762989641
2.323212528200638,2.323212528200638,2.323212528200638
4.64251212246435,4.64251212246435,4.64251212246435
3.158500531188154,3.158500531188154,3.158500531188154
2.6741374670339093,2.6741374670339093,2.6741374670339093
4.550128718283494,4.550128718283494,4.550128718283494
7.372911128393839,7.372911128393839,7.372911128393839
4.691509868253395,4.691509868253395,4.691509868253395
3.8275210451674253,3.8275210451674253,3.8275210451674253
3.527241361331437,3.527241361331437,3.527241361331437
7.422314710958837,7.422314710958837,7.422314710958837
1.5152195614530903,1.5152195614530903,1.5152195614530903
3.6428016533409155,3.6428016533409155,3.6428016533409155
2.2362308854173083,2.2362308854173083,2.2362308854173083
7.898262363800209,7.898262363800209,7.898262363800209
2.126578592729768,2.126578592729768,2.126578592729768
0.8895211686839835,0.8895211686839835,0.8895211686839835
3.8478627277099897,3.8478627277099897,3.8478627277099897
4.900207535199379,4.900207535199379,4.900207535199379
2.897318407760892,2.897318407760892,2.897318407760892
2.3857842626759065,2.3857842626759065,2.3857842626759065
3.713919834830698,3.713919834830698,3.713919834830698
4.903364799675146,4.903364799675146,4.903364799675146
2.870367410933255,2.870367410933255,2.870367410933255
6.07661496331499,6.07661496331499,6.07661496331499
2.531187445956303,2.531187445956303,2.531187445956303
5.776446193729133,5.776446193729133,5.776446193729133
2.6989845257415688,2.6989845257415688,2.6989845257415688
1.625070594788622,1.625070594788622,1.625070594788622
4.250013841111447,4.250013841111447,4.250013841111447
8.611467543028219,8.611467543028219,8.611467543028219
3.1773924444890964,3.1773924444890964,3.1773924444890964
5.0360172649208215,5.0360172649208215,5.0360172649208215
3.9854894766782976,3.9854894766782976,3.9854894766782976
1.1299923929678397,1.1299923929678397,1.1299923929678397
2.363547270522673,2.363547270522673,2.363547270522673
3.106559825652949,3.106559825652949,3.106559825652949
4.306600565938993,4.306600565938993,4.306600565938993
2.96074365293753,2.96074365293753,2.96074365293753
8.187758333098152,8.187758333098152,8.187758333098152
4.933553440016203,4.933553440016203,4.933553440016203
2.8229073916096503,2.8229073916096503,2.8229073916096503
5.307967844866613,5.307967844866613,5.307967844866613
3.042892751603775,3.042892751603775,3.042892751603775
2.875932967888145,2.875932967888145,2.875932967888145
2.1289149198315584,2.1289149198315584,2.1289149198315584
2.608029780565154,2.608029780565154,2.608029780565154
6.1326064884843765,6.1326064884843765,6.1326064884843765
3.7001820693460292,3.7001820693460292,3.7001820693460292
3.763792677790489,3.763792677790489,3.763792677790489
4.934375956196657,4.934375956196657,4.934375956196657
3.0447484528912807,3.0447484528912807,3.0447484528912807
4.506258692175258,4.506258692175258,4.506258692175258
4.392820433945799,4.392820433945799,4.392820433945799
8.459418408179339,8.459418408179339,8.459418408179339
4.777438239266832,4.777438239266832,4.777438239266832
1.9053706209260737,1.9053706209260737,1.9053706209260737
2.945237627953751,2.945237627953751,2.945237627953751
3.5869263530435944,3.5869263530435944,3.5869263530435944
3.974061125014898,3.974061125014898,3.974061125014898
7.15741352549851,7.15741352549851,7.15741352549851
2.4169255076421576,2.4169255076421576,2.4169255076421576
4.7310303152698765,4.7310303152698765,4.7310303152698765
5.256282701149184,5.256282701149184,5.256282701149184
3.3245186485104377,3.3245186485104377,3.3245186485104377
4.698330639360435,4.698330639360435,4.698330639360435
2.7214002868749962,2.7214002868749962,2.7214002868749962
8.04830390603695,8.04830390603695,8.04830390603695
7.597145652957834,7.597145652957834,7.597145652957834
3.0587030390073884,3.0587030390073884,3.0587030390073884
3.271630797596676,3.271630797596676,3.271630797596676
1.7050142897052694,1.7050142897052694,1.7050142897052694
2.1278307804631114,2.1278307804631114,2.1278307804631114
5.5572476843270255,5.5572476843270255,5.5572476843270255
4.585467183269396,4.585467183269396,4.585467183269396
5.276270102512305,5.276270102512305,5.276270102512305
1.880464855961026,1.880464855961026,1.880464855961026
1.94149578551615,1.94149578551615,1.94149578551615
4.937996546066541,4.937996546066541,4.937996546066541
3.7247872306455725,3.7247872306455725,3.7247872306455725
3.2286119589723103,3.2286119589723103,3.2286119589723103
3.3564745180613516,3.3564745180613516,3.3564745180613516
1.9050820047029502,1.9050820047029502,1.9050820047029502
6.120967126926157,6.120967126926157,6.120967126926157
1.2683955961906048,1.2683955961906048,1.2683955961906048
1.326398958397176,1.326398958397176,1.326398958397176
5.753043368604915,5.753043368604915,5.753043368604915
3.6004838544684583,3.6004838544684583,3.6004838544684583
2.3377597789797187,2.3377597789797187,2.3377597789797187
5.294586309404526,5.294586309404526,5.294586309404526
3.199794134881643,3.199794134881643,3.199794134881643
3.7352821468445283,3.7352821468445283,3.7352821468445283
5.189815600899919,5.189815600899919,5.189815600899919
1.0135783586402685,1.0135783586402685,1.0135783586402685
6.602734249505293,6.602734249505293,6.602734249505293
2.9419098213360946,2.9419098213360946,2.9419098213360946
4.6269292241172355,4.6269292241172355,4.6269292241172355
2.7217752456365787,2.7217752456365787,2.7217752456365787
2.6963528153565184,2.6963528153565184,2.6963528153565184
4.282237957047592,4.282237957047592,4.282237957047592
1.9106825863158088,1.9106825863158088,1.9106825863158088
2.204752047886581,2.204752047886581,2.204752047886581
5.049858619345153,5.049858619345153,5.049858619345153
6.0881834029918105,6.0881834029918105,6.0881834029918105
6.622540935134857,6.622540935134857,6.622540935134857
4.8244691322758735,4.8244691322758735,4.8244691322758735
2.259411184390034,2.259411184390034,2.259411184390034
2.722099499101486,2.722099499101486,2.722099499101486
4.751448389740936,4.751448389740936,4.751448389740936
5.591579463870775,5.591579463870775,5.591579463870775
4.317023303263658,4.317023303263658,4.317023303263658
3.7872458154674686,3.7872458154674686,3.7872458154674686
7.143537154974494,7.143537154974494,7.143537154974494
3.51887905790334,3.51887905790334,3.51887905790334
2.8184051983779277,2.8184051983779277,2.8184051983779277
4.237098692115692,4.237098692115692,4.237098692115692
1.5760072119714459,1.5760072119714459,1.5760072119714459
3.339432493077371,3.339432493077371,3.339432493077371
1.3327457498945288,1.3327457498945288,1.3327457498945288
2.27407278548963,2.27407278548963,2.27407278548963
3.439149618949092,3.439149618949092,3.439149618949092
6.131655784654491,6.131655784654491,6.131655784654491
4.332848314455308,4.332848314455308,4.332848314455308
2.4686530839285155,2.4686530839285155,2.4686530839285155
1.7890655563061015,1.7890655563061015,1.7890655563061015
5.883139821654395,5.883139821654395,5.883139821654395
4.524439874752748,4.524439874752748,4.524439874752748
5.138026876886023,5.138026876886023,5.138026876886023
8.171442065958,8.171442065958,8.171442065958
3.4968540550432508,3.4968540550432508,3.4968540550432508
1.7379612138748377,1.7379612138748377,1.7379612138748377
3.5491161114944583,3.5491161114944583,3.5491161114944583
4.5920986333955565,4.5920986333955565,4.5920986333955565
5.204283285849205,5.204283285849205,5.204283285849205
2.8707368547295227,2.8707368547295227,2.8707368547295227
7.2660105535004655,7.2660105535004655,7.2660105535004655
4.496887245186642,4.496887245186642,4.496887245186642
0.35189106938618986,0.35189106938618986,0.35189106938618986
2.819678942346906,2.819678942346906,2.819678942346906
6.040865010629574,6.040865010629574,6.040865010629574
5.365074058463717,5.365074058463717,5.365074058463717
6.326178093311643,6.326178093311643,6.326178093311643
2.4429645792311137,2.4429645792311137,2.4429645792311137
6.535046379488321,6.535046379488321,6.535046379488321
6.098814463899936,6.098814463899936,6.098814463899936
8.27332402110515,8.27332402110515,8.27332402110515
4.718136694936157,4.718136694936157,4.718136694936157
7.373817678432339,7.373817678432339,7.373817678432339
3.481785122887636,3.481785122887636,3.481785122887636
4.480934769248253,4.480934769248253,4.480934769248253
3.159134179613216,3.159134179613216,3.159134179613216
3.2675162303435017,3.2675162303435017,3.2675162303435017
4.410143802241419,4.410143802241419,4.410143802241419
2.6652329996089623,2.6652329996089623,2.6652329996089623
5.065116076708142,5.065116076708142,5.065116076708142
3.992161553825466,3.992161553825466,3.992161553825466
1.7549775933876255,1.7549775933876255,1.7549775933876255
2.5616445700453623,2.5616445700453623,2.5616445700453623
4.728065769459184,4.728065769459184,4.728065769459184
2.7473233685178178,2.7473233685178178,2.7473233685178178
3.52931215975403,3.52931215975403,3.52931215975403
2.0014847761684083,2.0014847761684083,2.0014847761684083
2.3630701771137863,2.3630701771137863,2.3630701771137863
3.203187339692696,3.203187339692696,3.203187339692696
3.9142896340770053,3.9142896340770053,3.9142896340770053
5.189968813072077,5.189968813072077,5.189968813072077
2.53054327700732,2.53054327700732,2.53054327700732
2.3737843434844623,2.3737843434844623,2.3737843434844623
1.9475731622652073,1.9475731622652073,1.9475731622652073
8.187345136938276,8.187345136938276,8.187345136938276
1.253060025677038,1.253060025677038,1.253060025677038
4.7353506340062665,4.7353506340062665,4.7353506340062665
5.570359192525549,5.570359192525549,5.570359192525549
4.031521578665844,4.031521578665844,4.031521578665844
5.528112517070433,5.528112517070433,5.528112517070433
7.081484714621695,7.081484714621695,7.081484714621695
4.199058357049811,4.199058357049811,4.199058357049811
0.12702859053078175,0.12702859053078175,0.12702859053078175
2.5936904679893633,2.5936904679893633,2.5936904679893633
2.946262130626584,2.946262130626584,2.946262130626584
5.043828163979431,5.043828163979431,5.043828163979431
3.450497048983658,3.450497048983658,3.450497048983658
7.27570550483424,7.27570550483424,7.27570550483424
2.783561499054092,2.783561499054092,2.783561499054092
0.7970197652070081,0.7970197652070081,0.7970197652070081
3.9875942270999096,3.9875942270999096,3.9875942270999096
3.340571995236068,3.340571995236068,3.340571995236068
3.0526511935663567,3.0526511935663567,3.0526511935663567
2.4087024685012066,2.4087024685012066,2.4087024685012066
5.279863487035465,5.279863487035465,5.279863487035465
5.218432179992293,5.218432179992293,5.218432179992293
4.335195912462626,4.335195912462626,4.335195912462626
3.5757897857570136,3.5757897857570136,3.5757897857570136
6.258610939370442,6.258610939370442,6.258610939370442
1.0554931796072928,1.0554931796072928,1.0554931796072928
1.2266999513687509,1.2266999513687509,1.2266999513687509
7.116262242766541,7.116262242766541,7.116262242766541
1.713705718263506,1.713705718263506,1.713705718263506
2.2248848330883177,2.2248848330883177,2.2248848330883177
4.377936913035156,4.377936913035156,4.377936913035156
3.671431196944382,3.671431196944382,3.671431196944382
2.4905672828087067,2.4905672828087067,2.4905672828087067
5.156607900325342,5.156607900325342,5.156607900325342
4.538193693554266,4.538193693554266,4.538193693554266
7.7287153261422805,7.7287153261422805,7.7287153261422805
3.5368630100860385,3.5368630100860385,3.5368630100860385
2.2390356981747237,2.2390356981747237,2.2390356981747237
2.6036155608182714,2.6036155608182714,2.6036155608182714
3.6246109427699986,3.6246109427699986,3.6246109427699986
5.810324390907196,5.810324390907196,5.810324390907196
7.325186154500642,7.325186154500642,7.325186154500642
2.1213491898952404,2.1213491898952404,2.1213491898952404
5.436676649920949,5.436676649920949,5.436676649920949
2.2666704722868203,2.2666704722868203,2.2666704722868203
2.865436155861837,2.865436155861837,2.865436155861837
6.2565698113556625,6.2565698113556625,6.2565698113556625
5.16830764522624,5.16830764522624,5.16830764522624
3.5070943337164038,3.5070943337164038,3.5070943337164038
7.195368302395419,7.195368302395419,7.195368302395419
1.692691277487501,1.692691277487501,1.692691277487501
3.284580399012848,3.284580399012848,3.284580399012848
6.5462930838722,6.5462930838722,6.5462930838722
4.158229848133927,4.158229848133927,4.158229848133927
6.782748262071518,6.782748262071518,6.782748262071518
5.8867589600858405,5.8867589600858405,5.8867589600858405
5.339023849425207,5.339023849425207,5.339023849425207
3.987290468670773,3.987290468670773,3.987290468670773
5.405449283190601,5.405449283190601,5.405449283190601
4.3515958359546385,4.3515958359546385,4.3515958359546385
4.7959759638115464,4.7959759638115464,4.7959759638115464
3.3174843129132583,3.3174843129132583,3.3174843129132583
2.100741419381465,2.100741419381465,2.100741419381465
2.09591388523734,2.09591388523734,2.09591388523734
4.6994341808296625,4.6994341808296625,4.6994341808296625
0.75347344122682,0.75347344122682,0.75347344122682
3.195407008781525,3.195407008781525,3.195407008781525
3.1807788319255472,3.1807788319255472,3.1807788319255472
7.784218894693934,7.784218894693934,7.784218894693934
5.268722788123271,5.268722788123271,5.268722788123271
4.647742881835344,4.647742881835344,4.647742881835344
5.0127173155838305,5.0127173155838305,5.0127173155838305
3.6654871417266186,3.6654871417266186,3.6654871417266186
4.30130833979427,4.30130833979427,4.30130833979427
4.5106464282951695,4.5106464282951695,4.5106464282951695
2.7596578082241336,2.7596578082241336,2.7596578082241336
3.308320772038346,3.308320772038346,3.308320772038346
4.109662893772805,4.109662893772805,4.109662893772805
5.779950713486967,5.779950713486967,5.779950713486967
3.860878694890816,3.860878694890816,3.860878694890816
4.315392840963903,4.315392840963903,4.315392840963903
1.6559892992535854,1.6559892992535854,1.6559892992535854
4.739581153150746,4.739581153150746,4.739581153150746
1.415407592514185,1.415407592514185,1.415407592514185
5.551406253635181,5.551406253635181,5.551406253635181
7.502418721902676,7.502418721902676,7.502418721902676
3.7072143447191386,3.7072143447191386,3.7072143447191386
5.896268399417601,5.896268399417601,5.896268399417601
0.5960918852001096,0.5960918852001096,0.5960918852001096
2.821685699544018,2.821685699544018,2.821685699544018
3.357438554259394,3.357438554259394,3.357438554259394
8.537439141074039,8.537439141074039,8.537439141074039
2.980679029295364,2.980679029295364,2.980679029295364
3.283222952254998,3.283222952254998,3.283222952254998
3.615425233661897,3.615425233661897,3.615425233661897
5.855457395253596,5.855457395253596,5.855457395253596
8.66304178783514,8.66304178783514,8.66304178783514
4.574108590578964,4.574108590578964,4.574108590578964
4.117871156725853,4.117871156725853,4.117871156725853
2.7484691501158816,2.7484691501158816,2.7484691501158816
7.328468240960714,7.328468240960714,7.328468240960714
2.0537341350093703,2.0537341350093703,2.0537341350093703
2.206591969247201,2.206591969247201,2.206591969247201
2.5206643213173034,2.5206643213173034,2.5206643213173034
2.136166472192885,2.136166472192885,2.136166472192885
6.003418994313977,6.003418994313977,6.003418994313977
3.892995415792098,3.892995415792098,3.892995415792098
2.3965258527378035,2.3965258527378035,2.3965258527378035
0.8770199702762156,0.8770199702762156,0.8770199702762156
6.581716941716442,6.581716941716442,6.581716941716442
3.207647796310926,3.207647796310926,3.207647796310926
2.613904080418311,2.613904080418311,2.613904080418311
4.478177068404003,4.478177068404003,4.478177068404003
4.470779099756281,4.470779099756281,4.470779099756281
2.0414893308860345,2.0414893308860345,2.0414893308860345
4.893848808270314,4.893848808270314,4.893848808270314
4.293069793673912,4.293069793673912,4.293069793673912
5.611780113470894,5.611780113470894,5.611780113470894
2.122820936892894,2.122820936892894,2.122820936892894
6.151369893488042,6.151369893488042,6.151369893488042
5.309038744311889,5.309038744311889,5.309038744311889
2.7046274700963204,2.7046274700963204,2.7046274700963204
5.602337537172474,5.602337537172474,5.602337537172474
5.896099412108763,5.896099412108763,5.896099412108763
3.1625053449513123,3.1625053449513123,3.1625053449513123
1.4351432575504868,1.4351432575504868,1.4351432575504868
3.7330083673802332,3.7330083673802332,3.7330083673802332
3.428582978745609,3.428582978745609,3.428582978745609
3.5478747595211715,3.5478747595211715,3.5478747595211715
7.810627413064612,7.810627413064612,7.810627413064612
2.153992434217264,2.153992434217264,2.153992434217264
2.670061502665552,2.670061502665552,2.670061502665552
5.514653315906296,5.514653315906296,5.514653315906296
1.7826629973521757,1.7826629973521757,1.7826629973521757
3.2901294104118954,3.2901294104118954,3.2901294104118954
1.3771203413606594,1.3771203413606594,1.3771203413606594
2.8584051974110096,2.8584051974110096,2.8584051974110096
5.110765516028367,5.110765516028367,5.110765516028367
